Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
18/07/2022 6:59:49 AM,"1236","23.9","47","998"
18/07/2022 7:00:49 AM,"1301","24.0","48","998"
18/07/2022 7:01:49 AM,"1301","24.0","48","998"
18/07/2022 7:02:49 AM,"1301","24.0","48","998"
18/07/2022 7:03:49 AM,"1301","24.0","48","998"
18/07/2022 7:04:49 AM,"1301","24.0","48","998"
18/07/2022 7:05:49 AM,"1382","24.1","48","998"
18/07/2022 7:06:49 AM,"1382","24.1","48","998"
18/07/2022 7:07:49 AM,"1382","24.1","48","998"
18/07/2022 7:08:49 AM,"1382","24.1","48","998"
18/07/2022 7:09:49 AM,"1382","24.1","48","998"
18/07/2022 7:10:49 AM,"1436","24.1","48","998"
18/07/2022 7:11:49 AM,"1436","24.1","48","998"
18/07/2022 7:12:49 AM,"1436","24.1","48","998"
18/07/2022 7:13:49 AM,"1436","24.1","48","998"
18/07/2022 7:14:49 AM,"1436","24.1","48","998"
18/07/2022 7:15:49 AM,"1437","24.2","49","998"
18/07/2022 7:16:49 AM,"1437","24.2","49","998"
18/07/2022 7:17:49 AM,"1437","24.2","49","998"
18/07/2022 7:18:49 AM,"1437","24.2","49","998"
18/07/2022 7:19:49 AM,"1437","24.2","49","998"
18/07/2022 7:20:49 AM,"1449","24.2","49","998"
18/07/2022 7:21:49 AM,"1449","24.2","49","998"
18/07/2022 7:22:49 AM,"1449","24.2","49","998"
18/07/2022 7:23:49 AM,"1449","24.2","49","998"
18/07/2022 7:24:49 AM,"1449","24.2","49","998"
18/07/2022 7:25:49 AM,"1477","24.2","49","998"
18/07/2022 7:26:49 AM,"1477","24.2","49","998"
18/07/2022 7:27:49 AM,"1477","24.2","49","998"
18/07/2022 7:28:49 AM,"1477","24.2","49","998"
18/07/2022 7:29:49 AM,"1477","24.2","49","998"
18/07/2022 7:30:49 AM,"1476","24.2","49","998"
18/07/2022 7:31:49 AM,"1476","24.2","49","998"
18/07/2022 7:32:49 AM,"1476","24.2","49","998"
18/07/2022 7:33:49 AM,"1476","24.2","49","998"
18/07/2022 7:34:49 AM,"1476","24.2","49","998"
18/07/2022 7:35:49 AM,"1493","24.3","49","998"
18/07/2022 7:36:49 AM,"1493","24.3","49","998"
18/07/2022 7:37:49 AM,"1493","24.3","49","998"
18/07/2022 7:38:49 AM,"1493","24.3","49","998"
18/07/2022 7:39:49 AM,"1493","24.3","49","998"
18/07/2022 7:40:49 AM,"1494","24.3","49","998"
18/07/2022 7:41:49 AM,"1494","24.3","49","998"
18/07/2022 7:42:49 AM,"1494","24.3","49","998"
18/07/2022 7:43:49 AM,"1494","24.3","49","998"
18/07/2022 7:44:49 AM,"1494","24.3","49","998"
18/07/2022 7:45:49 AM,"1503","24.3","49","998"
18/07/2022 7:46:49 AM,"1503","24.3","49","998"
18/07/2022 7:47:49 AM,"1503","24.3","49","998"
18/07/2022 7:48:49 AM,"1503","24.3","49","998"
18/07/2022 7:49:49 AM,"1503","24.3","49","998"
18/07/2022 7:50:49 AM,"1517","24.4","49","998"
18/07/2022 7:51:49 AM,"1517","24.4","49","998"
18/07/2022 7:52:49 AM,"1517","24.4","49","998"
18/07/2022 7:53:49 AM,"1517","24.4","49","998"
18/07/2022 7:54:49 AM,"1517","24.4","49","998"
18/07/2022 7:55:49 AM,"1532","24.4","49","998"
18/07/2022 7:56:49 AM,"1532","24.4","49","998"
18/07/2022 7:57:49 AM,"1532","24.4","49","998"
18/07/2022 7:58:49 AM,"1532","24.4","49","998"
18/07/2022 7:59:49 AM,"1532","24.4","49","998"
18/07/2022 8:00:49 AM,"1305","24.4","47","998"
18/07/2022 8:01:49 AM,"1305","24.4","47","998"
18/07/2022 8:02:49 AM,"1305","24.4","47","998"
18/07/2022 8:03:49 AM,"1305","24.4","47","998"
18/07/2022 8:04:49 AM,"1305","24.4","47","998"
18/07/2022 8:05:49 AM,"1209","23.8","47","998"
18/07/2022 8:06:49 AM,"1209","23.8","47","998"
18/07/2022 8:07:49 AM,"1209","23.8","47","998"
18/07/2022 8:08:49 AM,"1209","23.8","47","998"
18/07/2022 8:09:49 AM,"1209","23.8","47","998"
18/07/2022 8:10:49 AM,"1228","23.9","48","997"
18/07/2022 8:11:49 AM,"1228","23.9","48","997"
18/07/2022 8:12:49 AM,"1228","23.9","48","997"
18/07/2022 8:13:49 AM,"1228","23.9","48","997"
18/07/2022 8:14:49 AM,"1228","23.9","48","997"
18/07/2022 8:15:49 AM,"1323","24.1","48","998"
18/07/2022 8:16:49 AM,"1323","24.1","48","998"
18/07/2022 8:17:49 AM,"1323","24.1","48","998"
18/07/2022 8:18:49 AM,"1323","24.1","48","998"
18/07/2022 8:19:49 AM,"1323","24.1","48","998"
18/07/2022 8:20:49 AM,"1348","24.2","48","997"
18/07/2022 8:21:49 AM,"1348","24.2","48","997"
18/07/2022 8:22:49 AM,"1348","24.2","48","997"
18/07/2022 8:23:49 AM,"1348","24.2","48","997"
18/07/2022 8:24:49 AM,"1348","24.2","48","997"
18/07/2022 8:25:49 AM,"1416","24.2","48","997"
18/07/2022 8:26:49 AM,"1416","24.2","48","997"
18/07/2022 8:27:49 AM,"1416","24.2","48","997"
18/07/2022 8:28:49 AM,"1416","24.2","48","997"
18/07/2022 8:29:49 AM,"1416","24.2","48","997"
18/07/2022 8:30:49 AM,"1400","24.3","48","997"
18/07/2022 8:31:49 AM,"1400","24.3","48","997"
18/07/2022 8:32:49 AM,"1400","24.3","48","997"
18/07/2022 8:33:49 AM,"1400","24.3","48","997"
18/07/2022 8:34:49 AM,"1400","24.3","48","997"
18/07/2022 8:35:49 AM,"1453","24.3","49","997"
18/07/2022 8:36:49 AM,"1453","24.3","49","997"
18/07/2022 8:37:49 AM,"1453","24.3","49","997"
18/07/2022 8:38:49 AM,"1453","24.3","49","997"
18/07/2022 8:39:49 AM,"1453","24.3","49","997"
18/07/2022 8:40:49 AM,"1452","24.3","49","997"
18/07/2022 8:41:49 AM,"1452","24.3","49","997"
18/07/2022 8:42:49 AM,"1452","24.3","49","997"
18/07/2022 8:43:49 AM,"1452","24.3","49","997"
18/07/2022 8:44:49 AM,"1452","24.3","49","997"
18/07/2022 8:45:49 AM,"1433","24.4","49","997"
18/07/2022 8:46:49 AM,"1433","24.4","49","997"
18/07/2022 8:47:49 AM,"1433","24.4","49","997"
18/07/2022 8:48:49 AM,"1433","24.4","49","997"
18/07/2022 8:49:49 AM,"1433","24.4","49","997"
18/07/2022 8:50:49 AM,"1148","24.4","48","997"
18/07/2022 8:51:50 AM,"1148","24.4","48","997"
18/07/2022 8:52:50 AM,"1148","24.4","48","997"
18/07/2022 8:53:50 AM,"1148","24.4","48","997"
18/07/2022 8:54:50 AM,"1148","24.4","48","997"
18/07/2022 8:55:50 AM,"1106","24.3","48","997"
18/07/2022 8:56:50 AM,"1106","24.3","48","997"
18/07/2022 8:57:50 AM,"1106","24.3","48","997"
18/07/2022 8:58:50 AM,"1106","24.3","48","997"
18/07/2022 8:59:50 AM,"1106","24.3","48","997"
18/07/2022 9:00:50 AM,"1089","24.3","49","997"
18/07/2022 9:01:50 AM,"1089","24.3","49","997"
18/07/2022 9:02:50 AM,"1089","24.3","49","997"
18/07/2022 9:03:50 AM,"1089","24.3","49","997"
18/07/2022 9:04:50 AM,"1089","24.3","49","997"
18/07/2022 9:05:50 AM,"1075","24.3","49","997"
18/07/2022 9:06:50 AM,"1075","24.3","49","997"
18/07/2022 9:07:50 AM,"1075","24.3","49","997"
18/07/2022 9:08:50 AM,"1075","24.3","49","997"
18/07/2022 9:09:50 AM,"1075","24.3","49","997"
18/07/2022 9:10:50 AM,"1099","24.4","49","997"
18/07/2022 9:11:50 AM,"1099","24.4","49","997"
18/07/2022 9:12:50 AM,"1099","24.4","49","997"
18/07/2022 9:13:50 AM,"1099","24.4","49","997"
18/07/2022 9:14:50 AM,"1099","24.4","49","997"
18/07/2022 9:15:50 AM,"1041","24.4","49","997"
18/07/2022 9:16:50 AM,"1041","24.4","49","997"
18/07/2022 9:17:50 AM,"1041","24.4","49","997"
18/07/2022 9:18:50 AM,"1041","24.4","49","997"
18/07/2022 9:19:50 AM,"1041","24.4","49","997"
18/07/2022 9:20:50 AM,"1056","24.3","48","997"
18/07/2022 9:21:50 AM,"1056","24.3","48","997"
18/07/2022 9:22:50 AM,"1056","24.3","48","997"
18/07/2022 9:23:50 AM,"1056","24.3","48","997"
18/07/2022 9:24:50 AM,"1056","24.3","48","997"
18/07/2022 9:25:50 AM,"1007","23.8","48","997"
18/07/2022 9:26:50 AM,"1007","23.8","48","997"
18/07/2022 9:27:50 AM,"1007","23.8","48","997"
18/07/2022 9:28:50 AM,"1007","23.8","48","997"
18/07/2022 9:29:50 AM,"1007","23.8","48","997"
18/07/2022 9:30:50 AM,"1028","23.8","48","997"
18/07/2022 9:31:50 AM,"1028","23.8","48","997"
18/07/2022 9:32:50 AM,"1028","23.8","48","997"
18/07/2022 9:33:50 AM,"1028","23.8","48","997"
18/07/2022 9:34:50 AM,"1028","23.8","48","997"
18/07/2022 9:35:50 AM,"1031","24.0","49","997"
18/07/2022 9:36:50 AM,"1031","24.0","49","997"
18/07/2022 9:37:50 AM,"1031","24.0","49","997"
18/07/2022 9:38:50 AM,"1031","24.0","49","997"
18/07/2022 9:39:50 AM,"1031","24.0","49","997"
18/07/2022 9:40:50 AM,"1042","24.1","49","997"
18/07/2022 9:41:50 AM,"1042","24.1","49","997"
18/07/2022 9:42:50 AM,"1042","24.1","49","997"
18/07/2022 9:43:50 AM,"1042","24.1","49","997"
18/07/2022 9:44:50 AM,"1042","24.1","49","997"
18/07/2022 9:45:50 AM,"1059","24.2","50","997"
18/07/2022 9:46:50 AM,"1059","24.2","50","997"
18/07/2022 9:47:50 AM,"1059","24.2","50","997"
18/07/2022 9:48:50 AM,"1059","24.2","50","997"
18/07/2022 9:49:50 AM,"1059","24.2","50","997"
18/07/2022 9:50:50 AM,"1039","24.3","50","997"
18/07/2022 9:51:50 AM,"1039","24.3","50","997"
18/07/2022 9:52:50 AM,"1039","24.3","50","997"
18/07/2022 9:53:50 AM,"1039","24.3","50","997"
18/07/2022 9:54:50 AM,"1039","24.3","50","997"
18/07/2022 9:55:50 AM,"1021","24.3","50","997"
18/07/2022 9:56:50 AM,"1021","24.3","50","997"
18/07/2022 9:57:50 AM,"1021","24.3","50","997"
18/07/2022 9:58:50 AM,"1021","24.3","50","997"
18/07/2022 9:59:50 AM,"1021","24.3","50","997"
18/07/2022 10:00:50 AM,"974","24.3","51","997"
18/07/2022 10:01:50 AM,"974","24.3","51","997"
18/07/2022 10:02:50 AM,"974","24.3","51","997"
18/07/2022 10:03:50 AM,"974","24.3","51","997"
18/07/2022 10:04:50 AM,"974","24.3","51","997"
18/07/2022 10:05:50 AM,"972","24.3","51","997"
18/07/2022 10:06:50 AM,"972","24.3","51","997"
18/07/2022 10:07:50 AM,"972","24.3","51","997"
18/07/2022 10:08:50 AM,"972","24.3","51","997"
18/07/2022 10:09:50 AM,"972","24.3","51","997"
18/07/2022 10:10:50 AM,"953","24.3","51","997"
18/07/2022 10:11:50 AM,"953","24.3","51","997"
18/07/2022 10:12:50 AM,"953","24.3","51","997"
18/07/2022 10:13:50 AM,"953","24.3","51","997"
18/07/2022 10:14:50 AM,"953","24.3","51","997"
18/07/2022 10:15:50 AM,"940","24.4","51","997"
18/07/2022 10:16:50 AM,"940","24.4","51","997"
18/07/2022 10:17:50 AM,"940","24.4","51","997"
18/07/2022 10:18:50 AM,"940","24.4","51","997"
18/07/2022 10:19:50 AM,"940","24.4","51","997"
18/07/2022 10:20:50 AM,"916","24.4","52","997"
18/07/2022 10:21:50 AM,"916","24.4","52","997"
18/07/2022 10:22:50 AM,"916","24.4","52","997"
18/07/2022 10:23:50 AM,"916","24.4","52","997"
18/07/2022 10:24:50 AM,"916","24.4","52","997"
18/07/2022 10:25:50 AM,"875","24.4","51","997"
18/07/2022 10:26:50 AM,"875","24.4","51","997"
18/07/2022 10:27:50 AM,"875","24.4","51","997"
18/07/2022 10:28:50 AM,"875","24.4","51","997"
18/07/2022 10:29:50 AM,"875","24.4","51","997"
18/07/2022 10:30:50 AM,"832","23.9","50","996"
18/07/2022 10:31:50 AM,"832","23.9","50","996"
18/07/2022 10:32:50 AM,"832","23.9","50","996"
18/07/2022 10:33:50 AM,"832","23.9","50","996"
18/07/2022 10:34:50 AM,"832","23.9","50","996"
18/07/2022 10:35:50 AM,"826","23.8","50","997"
18/07/2022 10:36:50 AM,"826","23.8","50","997"
18/07/2022 10:37:50 AM,"826","23.8","50","997"
18/07/2022 10:38:50 AM,"826","23.8","50","997"
18/07/2022 10:39:50 AM,"826","23.8","50","997"
18/07/2022 10:40:50 AM,"838","23.9","50","996"
18/07/2022 10:41:50 AM,"838","23.9","50","996"
18/07/2022 10:42:50 AM,"838","23.9","50","996"
18/07/2022 10:43:50 AM,"838","23.9","50","996"
18/07/2022 10:44:50 AM,"838","23.9","50","996"
18/07/2022 10:45:50 AM,"812","24.1","51","997"
18/07/2022 10:46:50 AM,"812","24.1","51","997"
18/07/2022 10:47:50 AM,"812","24.1","51","997"
18/07/2022 10:48:50 AM,"812","24.1","51","997"
18/07/2022 10:49:50 AM,"812","24.1","51","997"
18/07/2022 10:50:50 AM,"822","24.2","51","997"
18/07/2022 10:51:50 AM,"822","24.2","51","997"
18/07/2022 10:52:50 AM,"822","24.2","51","997"
18/07/2022 10:53:50 AM,"822","24.2","51","997"
18/07/2022 10:54:50 AM,"822","24.2","51","997"
18/07/2022 10:55:50 AM,"826","24.2","51","996"
18/07/2022 10:56:50 AM,"826","24.2","51","996"
18/07/2022 10:57:50 AM,"826","24.2","51","996"
18/07/2022 10:58:50 AM,"826","24.2","51","996"
18/07/2022 10:59:50 AM,"826","24.2","51","996"
18/07/2022 11:00:50 AM,"795","24.3","51","997"
18/07/2022 11:01:50 AM,"795","24.3","51","997"
18/07/2022 11:02:50 AM,"795","24.3","51","997"
18/07/2022 11:03:50 AM,"795","24.3","51","997"
18/07/2022 11:04:50 AM,"795","24.3","51","997"
18/07/2022 11:05:50 AM,"810","24.3","52","997"
18/07/2022 11:06:50 AM,"810","24.3","52","997"
18/07/2022 11:07:50 AM,"810","24.3","52","997"
18/07/2022 11:08:50 AM,"810","24.3","52","997"
18/07/2022 11:09:50 AM,"810","24.3","52","997"
18/07/2022 11:10:50 AM,"775","24.4","52","997"
18/07/2022 11:11:50 AM,"775","24.4","52","997"
18/07/2022 11:12:50 AM,"775","24.4","52","997"
18/07/2022 11:13:50 AM,"775","24.4","52","997"
18/07/2022 11:14:50 AM,"775","24.4","52","997"
18/07/2022 11:15:50 AM,"747","24.5","52","997"
18/07/2022 11:16:50 AM,"747","24.5","52","997"
18/07/2022 11:17:50 AM,"747","24.5","52","997"
18/07/2022 11:18:50 AM,"747","24.5","52","997"
18/07/2022 11:19:50 AM,"747","24.5","52","997"
18/07/2022 11:20:50 AM,"751","24.5","53","997"
18/07/2022 11:21:50 AM,"751","24.5","53","997"
18/07/2022 11:22:50 AM,"751","24.5","53","997"
18/07/2022 11:23:50 AM,"751","24.5","53","997"
18/07/2022 11:24:50 AM,"751","24.5","53","997"
18/07/2022 11:25:50 AM,"755","24.5","53","997"
18/07/2022 11:26:50 AM,"755","24.5","53","997"
18/07/2022 11:27:50 AM,"755","24.5","53","997"
18/07/2022 11:28:50 AM,"755","24.5","53","997"
18/07/2022 11:29:50 AM,"755","24.5","53","997"
18/07/2022 11:30:50 AM,"750","24.5","53","997"
18/07/2022 11:31:50 AM,"750","24.5","53","997"
18/07/2022 11:32:50 AM,"750","24.5","53","997"
18/07/2022 11:33:50 AM,"750","24.5","53","997"
18/07/2022 11:34:50 AM,"750","24.5","53","997"
18/07/2022 11:35:50 AM,"719","24.3","52","997"
18/07/2022 11:36:50 AM,"719","24.3","52","997"
18/07/2022 11:37:50 AM,"719","24.3","52","997"
18/07/2022 11:38:50 AM,"719","24.3","52","997"
18/07/2022 11:39:50 AM,"719","24.3","52","997"
18/07/2022 11:40:50 AM,"681","23.8","53","997"
18/07/2022 11:41:50 AM,"681","23.8","53","997"
18/07/2022 11:42:50 AM,"681","23.8","53","997"
18/07/2022 11:43:50 AM,"681","23.8","53","997"
18/07/2022 11:44:50 AM,"681","23.8","53","997"
18/07/2022 11:45:50 AM,"671","23.9","54","997"
18/07/2022 11:46:50 AM,"671","23.9","54","997"
18/07/2022 11:47:50 AM,"671","23.9","54","997"
18/07/2022 11:48:50 AM,"671","23.9","54","997"
18/07/2022 11:49:50 AM,"671","23.9","54","997"
18/07/2022 11:50:50 AM,"693","24.0","54","997"
18/07/2022 11:51:50 AM,"693","24.0","54","997"
18/07/2022 11:52:50 AM,"693","24.0","54","997"
18/07/2022 11:53:50 AM,"693","24.0","54","997"
18/07/2022 11:54:50 AM,"693","24.0","54","997"
18/07/2022 11:55:50 AM,"623","24.2","57","997"
18/07/2022 11:56:50 AM,"623","24.2","57","997"
18/07/2022 11:57:50 AM,"623","24.2","57","997"
18/07/2022 11:58:50 AM,"623","24.2","57","997"
18/07/2022 11:59:50 AM,"623","24.2","57","997"
18/07/2022 12:00:50 PM,"587","24.3","58","997"
18/07/2022 12:01:50 PM,"587","24.3","58","997"
18/07/2022 12:02:50 PM,"587","24.3","58","997"
18/07/2022 12:03:50 PM,"587","24.3","58","997"
18/07/2022 12:04:50 PM,"587","24.3","58","997"
18/07/2022 12:05:50 PM,"598","24.4","58","997"
18/07/2022 12:06:50 PM,"598","24.4","58","997"
18/07/2022 12:07:50 PM,"598","24.4","58","997"
18/07/2022 12:08:50 PM,"598","24.4","58","997"
18/07/2022 12:09:50 PM,"598","24.4","58","997"
18/07/2022 12:10:50 PM,"634","24.4","57","997"
18/07/2022 12:11:50 PM,"634","24.4","57","997"
18/07/2022 12:12:50 PM,"634","24.4","57","997"
18/07/2022 12:13:50 PM,"634","24.4","57","997"
18/07/2022 12:14:50 PM,"634","24.4","57","997"
18/07/2022 12:15:50 PM,"641","24.5","57","997"
18/07/2022 12:16:50 PM,"641","24.5","57","997"
18/07/2022 12:17:50 PM,"641","24.5","57","997"
18/07/2022 12:18:50 PM,"641","24.5","57","997"
18/07/2022 12:19:50 PM,"641","24.5","57","997"
18/07/2022 12:20:50 PM,"642","24.5","57","997"
18/07/2022 12:21:50 PM,"642","24.5","57","997"
18/07/2022 12:22:50 PM,"642","24.5","57","997"
18/07/2022 12:23:50 PM,"642","24.5","57","997"
18/07/2022 12:24:50 PM,"642","24.5","57","997"
18/07/2022 12:25:50 PM,"646","24.6","56","997"
18/07/2022 12:26:50 PM,"646","24.6","56","997"
18/07/2022 12:27:50 PM,"646","24.6","56","997"
18/07/2022 12:28:50 PM,"646","24.6","56","997"
18/07/2022 12:29:50 PM,"646","24.6","56","997"
18/07/2022 12:30:50 PM,"633","24.6","57","997"
18/07/2022 12:31:50 PM,"633","24.6","57","997"
18/07/2022 12:32:50 PM,"633","24.6","57","997"
18/07/2022 12:33:50 PM,"633","24.6","57","997"
18/07/2022 12:34:50 PM,"633","24.6","57","997"
18/07/2022 12:35:50 PM,"670","24.6","56","997"
18/07/2022 12:36:50 PM,"670","24.6","56","997"
18/07/2022 12:37:50 PM,"670","24.6","56","997"
18/07/2022 12:38:50 PM,"670","24.6","56","997"
18/07/2022 12:39:50 PM,"670","24.6","56","997"
18/07/2022 12:40:50 PM,"629","24.7","57","997"
18/07/2022 12:41:50 PM,"629","24.7","57","997"
18/07/2022 12:42:50 PM,"629","24.7","57","997"
18/07/2022 12:43:50 PM,"629","24.7","57","997"
18/07/2022 12:44:50 PM,"629","24.7","57","997"
18/07/2022 12:45:50 PM,"648","24.5","54","997"
18/07/2022 12:46:50 PM,"648","24.5","54","997"
18/07/2022 12:47:50 PM,"648","24.5","54","997"
18/07/2022 12:48:50 PM,"648","24.5","54","997"
18/07/2022 12:49:50 PM,"648","24.5","54","997"
18/07/2022 12:50:50 PM,"646","24.3","54","997"
18/07/2022 12:51:50 PM,"646","24.3","54","997"
18/07/2022 12:52:50 PM,"646","24.3","54","997"
18/07/2022 12:53:50 PM,"646","24.3","54","997"
18/07/2022 12:54:50 PM,"646","24.3","54","997"
18/07/2022 12:55:50 PM,"676","24.5","54","996"
18/07/2022 12:56:50 PM,"676","24.5","54","996"
18/07/2022 12:57:50 PM,"676","24.5","54","996"
18/07/2022 12:58:50 PM,"676","24.5","54","996"
18/07/2022 12:59:50 PM,"676","24.5","54","996"
18/07/2022 1:00:50 PM,"684","24.8","54","996"
18/07/2022 1:01:50 PM,"684","24.8","54","996"
18/07/2022 1:02:50 PM,"684","24.8","54","996"
18/07/2022 1:03:50 PM,"684","24.8","54","996"
18/07/2022 1:04:50 PM,"684","24.8","54","996"
18/07/2022 1:05:50 PM,"706","24.8","54","996"
18/07/2022 1:06:50 PM,"706","24.8","54","996"
18/07/2022 1:07:50 PM,"706","24.8","54","996"
18/07/2022 1:08:50 PM,"706","24.8","54","996"
18/07/2022 1:09:50 PM,"706","24.8","54","996"
18/07/2022 1:10:50 PM,"679","25.0","55","996"
18/07/2022 1:11:50 PM,"679","25.0","55","996"
18/07/2022 1:12:50 PM,"679","25.0","55","996"
18/07/2022 1:13:50 PM,"679","25.0","55","996"
18/07/2022 1:14:50 PM,"679","25.0","55","996"
18/07/2022 1:15:50 PM,"585","25.1","57","996"
18/07/2022 1:16:50 PM,"585","25.1","57","996"
18/07/2022 1:17:50 PM,"585","25.1","57","996"
18/07/2022 1:18:50 PM,"585","25.1","57","996"
18/07/2022 1:19:50 PM,"585","25.1","57","996"
18/07/2022 1:20:50 PM,"625","25.1","56","996"
18/07/2022 1:21:50 PM,"625","25.1","56","996"
18/07/2022 1:22:50 PM,"625","25.1","56","996"
18/07/2022 1:23:50 PM,"625","25.1","56","996"
18/07/2022 1:24:50 PM,"625","25.1","56","996"
18/07/2022 1:25:50 PM,"650","25.3","56","996"
18/07/2022 1:26:50 PM,"650","25.3","56","996"
18/07/2022 1:27:50 PM,"650","25.3","56","996"
18/07/2022 1:28:50 PM,"650","25.3","56","996"
18/07/2022 1:29:50 PM,"650","25.3","56","996"
18/07/2022 1:30:50 PM,"693","25.4","54","996"
18/07/2022 1:31:50 PM,"693","25.4","54","996"
18/07/2022 1:32:50 PM,"693","25.4","54","996"
18/07/2022 1:33:50 PM,"693","25.4","54","996"
18/07/2022 1:34:50 PM,"693","25.4","54","996"
18/07/2022 1:35:50 PM,"765","24.8","50","996"
18/07/2022 1:36:50 PM,"765","24.8","50","996"
18/07/2022 1:37:50 PM,"765","24.8","50","996"
18/07/2022 1:38:50 PM,"765","24.8","50","996"
18/07/2022 1:39:50 PM,"765","24.8","50","996"
18/07/2022 1:40:50 PM,"780","24.4","51","996"
18/07/2022 1:41:50 PM,"780","24.4","51","996"
18/07/2022 1:42:50 PM,"780","24.4","51","996"
18/07/2022 1:43:50 PM,"780","24.4","51","996"
18/07/2022 1:44:50 PM,"780","24.4","51","996"
18/07/2022 1:45:50 PM,"747","24.6","51","996"
18/07/2022 1:46:50 PM,"747","24.6","51","996"
18/07/2022 1:47:50 PM,"747","24.6","51","996"
18/07/2022 1:48:50 PM,"747","24.6","51","996"
18/07/2022 1:49:50 PM,"747","24.6","51","996"
18/07/2022 1:50:50 PM,"772","24.8","51","997"
18/07/2022 1:51:50 PM,"772","24.8","51","997"
18/07/2022 1:52:50 PM,"772","24.8","51","997"
18/07/2022 1:53:50 PM,"772","24.8","51","997"
18/07/2022 1:54:50 PM,"772","24.8","51","997"
18/07/2022 1:55:50 PM,"800","24.9","51","997"
18/07/2022 1:56:50 PM,"800","24.9","51","997"
18/07/2022 1:57:50 PM,"800","24.9","51","997"
18/07/2022 1:58:50 PM,"800","24.9","51","997"
18/07/2022 1:59:50 PM,"800","24.9","51","997"
18/07/2022 2:00:50 PM,"815","25.0","51","997"
18/07/2022 2:01:50 PM,"815","25.0","51","997"
18/07/2022 2:02:50 PM,"815","25.0","51","997"
18/07/2022 2:03:50 PM,"815","25.0","51","997"
18/07/2022 2:04:50 PM,"815","25.0","51","997"
18/07/2022 2:05:50 PM,"833","25.0","52","997"
18/07/2022 2:06:50 PM,"833","25.0","52","997"
18/07/2022 2:07:50 PM,"833","25.0","52","997"
18/07/2022 2:08:50 PM,"833","25.0","52","997"
18/07/2022 2:09:50 PM,"833","25.0","52","997"
18/07/2022 2:10:50 PM,"848","25.1","52","997"
18/07/2022 2:11:50 PM,"848","25.1","52","997"
18/07/2022 2:12:50 PM,"848","25.1","52","997"
18/07/2022 2:13:50 PM,"848","25.1","52","997"
18/07/2022 2:14:50 PM,"848","25.1","52","997"
18/07/2022 2:15:50 PM,"890","24.7","48","996"
18/07/2022 2:16:50 PM,"890","24.7","48","996"
18/07/2022 2:17:50 PM,"890","24.7","48","996"
18/07/2022 2:18:50 PM,"890","24.7","48","996"
18/07/2022 2:19:50 PM,"890","24.7","48","996"
18/07/2022 2:20:50 PM,"870","24.2","48","997"
18/07/2022 2:21:50 PM,"870","24.2","48","997"
18/07/2022 2:22:50 PM,"870","24.2","48","997"
18/07/2022 2:23:50 PM,"870","24.2","48","997"
18/07/2022 2:24:50 PM,"870","24.2","48","997"
18/07/2022 2:25:50 PM,"872","23.8","48","997"
18/07/2022 2:26:50 PM,"872","23.8","48","997"
18/07/2022 2:27:50 PM,"872","23.8","48","997"
18/07/2022 2:28:50 PM,"872","23.8","48","997"
18/07/2022 2:29:50 PM,"872","23.8","48","997"
18/07/2022 2:30:50 PM,"865","24.0","49","997"
18/07/2022 2:31:50 PM,"865","24.0","49","997"
18/07/2022 2:32:50 PM,"865","24.0","49","997"
18/07/2022 2:33:50 PM,"865","24.0","49","997"
18/07/2022 2:34:50 PM,"865","24.0","49","997"
18/07/2022 2:35:50 PM,"854","24.3","49","997"
18/07/2022 2:36:50 PM,"854","24.3","49","997"
18/07/2022 2:37:50 PM,"854","24.3","49","997"
18/07/2022 2:38:50 PM,"854","24.3","49","997"
18/07/2022 2:39:50 PM,"854","24.3","49","997"
18/07/2022 2:40:50 PM,"848","24.4","50","997"
18/07/2022 2:41:50 PM,"848","24.4","50","997"
18/07/2022 2:42:50 PM,"848","24.4","50","997"
18/07/2022 2:43:50 PM,"848","24.4","50","997"
18/07/2022 2:44:50 PM,"848","24.4","50","997"
18/07/2022 2:45:50 PM,"926","24.5","50","997"
18/07/2022 2:46:50 PM,"926","24.5","50","997"
18/07/2022 2:47:50 PM,"926","24.5","50","997"
18/07/2022 2:48:50 PM,"926","24.5","50","997"
18/07/2022 2:49:50 PM,"926","24.5","50","997"
18/07/2022 2:50:50 PM,"908","24.6","50","997"
18/07/2022 2:51:50 PM,"908","24.6","50","997"
18/07/2022 2:52:50 PM,"908","24.6","50","997"
18/07/2022 2:53:50 PM,"908","24.6","50","997"
18/07/2022 2:54:50 PM,"908","24.6","50","997"
18/07/2022 2:55:50 PM,"866","24.4","47","997"
18/07/2022 2:56:50 PM,"866","24.4","47","997"
18/07/2022 2:57:50 PM,"866","24.4","47","997"
18/07/2022 2:58:50 PM,"866","24.4","47","997"
18/07/2022 2:59:50 PM,"866","24.4","47","997"
18/07/2022 3:00:50 PM,"846","24.0","47","997"
18/07/2022 3:01:50 PM,"846","24.0","47","997"
18/07/2022 3:02:50 PM,"846","24.0","47","997"
18/07/2022 3:03:50 PM,"846","24.0","47","997"
18/07/2022 3:04:50 PM,"846","24.0","47","997"
18/07/2022 3:05:50 PM,"852","24.1","48","997"
18/07/2022 3:06:50 PM,"852","24.1","48","997"
18/07/2022 3:07:50 PM,"852","24.1","48","997"
18/07/2022 3:08:50 PM,"852","24.1","48","997"
18/07/2022 3:09:50 PM,"852","24.1","48","997"
